Place id,Governorate,District,Location name,Arabic name,Latitude,Longitude,OCHA admin 1,OCHA admin 2,OCHA PCode,IDPs families,IDPs individuals,Anbar,Babylon,Baghdad,Basrah,Dahuk,Diyala,Erbil,Kerbala,Kirkuk,Missan,Muthanna,Najaf,Ninewa,Qadissiya,Salah al-Din,Sulaymaniyah,Thi-Qar,Wassit,Camp,Host families,Hotel/Motel,Informal settlements,Other shelter type,Religious building,Rented houses,School building,Unfinished/Abandoned building,Unknown shelter type,Pre-June14 Wave,June-July14 Wave,August14 Wave,Post September14 Wave,Post April15 Wave
24634,Ninewa,Tilkaif,Tall Mashraf,???? ?? ????,36.512565,42.827224,IQ-G15,IQ-D091,,17,102,,,,,,,,,,,,,17,,,,,,,10,,7,,,,,,,,,,17,
17133,Ninewa,Tilkaif,Wana,????,36.52,42.75,IQ-G15,IQ-D091,IQ-P21042,120,720,,,,,,,,,,,,,120,,,,,,,60,,,,,,,60,,,,7,78,35
18046,Ninewa,Tilkaif,Wanna-Manara,?????,36.623544,43,IQ-G15,IQ-D091,IQ-P20992,260,"1,560",,,,,,,,,,,,,260,,,,,,,130,,,,,100,,30,,,,260,,
17931,Ninewa,Tilkaif,Wanna-Tal Adas,?? ???,36.609099,43,IQ-G15,IQ-D091,IQ-P21035,103,618,,,,,,,,,,,,,103,,,,,,,30,,,,,48,,25,,,,103,,
3072,Qadissiya,Afaq,Afaq Area-Laiby village-Center,???? ?????? - ??????,32.061266,45.262619,IQ-G04,IQ-D020,IQ-P02629,18,108,8,,,,,,,,,,,,10,,,,,,,15,,,,,,,3,,,,10,3,5
24207,Qadissiya,Afaq,Al Atawah Village,????? ????-???? ???????,32.152547,45.01606,IQ-G04,IQ-D020,IQ-P02553,38,228,,,,,,,,,37,,,,1,,,,,,,21,,,,1,16,,,,8,29,1,,
24287,Qadissiya,Afaq,Al Budair Area - Hay Al Askary 2,????? ??????-?? ???????2,31.971531,45.405724,IQ-G04,IQ-D020,IQ-P23948,24,144,5,,1,,,,,,4,,,,14,,,,,,,18,,,,,6,,,,,15,3,6,
25369,Qadissiya,Afaq,Al Budair-Hay Al-Salam,?? ??????,31.9722,45.41728,IQ-G04,IQ-D020,,10,60,,,,,,,,,5,,,,5,,,,,,,5,,,,,5,,,,,5,5,,
2576,Qadissiya,Afaq,Al Ejem Village,???? ?? ???,31.970758,45.407781,IQ-G04,IQ-D020,IQ-P02566,22,132,,,,,,,,,22,,,,,,,,,,,22,,,,,,,,,,,22,,
2647,Qadissiya,Afaq,Al Sbahi Village,???? ?? ?????,31.973203,45.410553,IQ-G04,IQ-D020,IQ-P02659,10,60,,,,,,,,,10,,,,,,,,,,,10,,,,,,,,,,,10,,
25504,Qadissiya,Afaq,Al_Kushan village,???? ?? ?????,32.023416,45.325241,IQ-G04,IQ-D020,,24,144,3,,,,,,,,,,,,21,,,,,,,5,,,,19,,,,,,8,13,,3
3395,Qadissiya,Afaq,Al-Bdair Area-Mantaket Al-jadida,????? ???????,31.976229,45.402571,IQ-G04,IQ-D020,IQ-P02715,6,36,6,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,
2618,Qadissiya,Afaq,Albu Ali,???? ???? ???,31.96886,45.403773,IQ-G04,IQ-D020,IQ-P02558,9,54,,,,,,,,,6,,,,,,3,,,,,9,,,,,,,,,,,9,,
3205,Qadissiya,Afaq,Al-Dariya village,????? ??? - ???? ???????,32.048369,45.139288,IQ-G04,IQ-D020,IQ-P02598,2,12,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,2,,
3035,Qadissiya,Afaq,Al-fadhel al-allah,???? ??? ????,32.030278,45.090556,IQ-G04,IQ-D020,IQ-P02603,2,12,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,2,,
25381,Qadissiya,Afaq,Al-Mahtrj,???? ???????,32.047462,45.141311,IQ-G04,IQ-D020,,4,24,,,,,,,,,,,,,4,,,,,,,,,,,4,,,,,,,4,,
3392,Qadissiya,Afaq,AL-Qati,??????,32.06052,45.23145,IQ-G04,IQ-D020,IQ-P02638,37,222,12,,,,,,,,17,,,,8,,,,,,,9,,,,4,23,,1,,,17,8,12,
24601,Qadissiya,Afaq,Al-Sabkaia-Summer,????? ????- ????????,32.152706,44.99828,IQ-G04,IQ-D020,,19,114,,,1,,,,,,,,,,18,,,,,,,4,,,,,15,,,,1,,18,,
3116,Qadissiya,Afaq,Al-sadaa al-muhania,???? ?????? ????????,32.059722,45.168333,IQ-G04,IQ-D020,IQ-P02641,7,42,,,,,,,,,,,,,7,,,,,,,,,,,7,,,,,,2,5,,
2795,Qadissiya,Afaq,Al-sakban,?? ???????,31.970672,45.402875,IQ-G04,IQ-D020,IQ-P02643,19,114,9,,,,,,,,10,,,,,,,,,,,,,,,,19,,,,5,10,,4,
3109,Qadissiya,Afaq,Al-shariaa,???? ???????,32.053763,45.14607,IQ-G04,IQ-D020,IQ-P02653,5,30,,,,,,,,,,,,,5,,,,,,,,,,,5,,,,,,,5,,
22751,Qadissiya,Afaq,Hay Al Jumhoriyah,?? ????????? ,32.145554,44.998335,IQ-G04,IQ-D020,IQ-P02707,19,114,,,,,,,,,,,,,19,,,,,,,9,,,,,10,,,,,,19,,
24288,Qadissiya,Afaq,Hay Al Zahraa,?? ???????,32.064975,45.234391,IQ-G04,IQ-D020,IQ-P23949,25,150,12,,,,,,,,1,,,,11,,1,,,,,1,,,,3,19,,2,,,2,12,9,2
3362,Qadissiya,Afaq,Hay Al-Askari,?? ??????? ,32.05611111,45.25777778,IQ-G04,IQ-D020,IQ-P02710,24,144,13,,2,,,,,,6,,,,3,,,,,,,,,,,,24,,,,,9,10,5,
24488,Qadissiya,Afaq,Hay Al-Hakeem-Summar,????? ????- ?? ??????,32.151163,44.995904,IQ-G04,IQ-D020,,34,204,15,,,,,,,,,,,,19,,,,,,,10,,,,,21,,3,,,,19,10,5
25382,Qadissiya,Afaq,Hay Al-Hussein,?? ??????,32.062613,45.251478,IQ-G04,IQ-D020,,36,216,10,2,,,,,,,,,,,24,,,,,,,9,,,,10,17,,,,4,11,11,7,3
25379,Qadissiya,Afaq,Hay Al-Imam,?? ??????,32.054749,45.15026,IQ-G04,IQ-D020,,5,30,,,,,,,,,,,,,5,,,,,,,,,,,5,,,,,,,5,,
2802,Qadissiya,Afaq,Hay al-jihad,?? ??????,31.971944,45.416111,IQ-G04,IQ-D020,IQ-P02716,40,240,,,,,,,,,26,,,,14,,,,,,,11,,8,,,21,,,,,27,13,,
25501,Qadissiya,Afaq,Hay Al-Oroba,?? ???????,32.15015,44.995963,IQ-G04,IQ-D020,,12,72,,,,,,,,,,,,,12,,,,,,,4,,,,,8,,,,,,12,,
25376,Qadissiya,Afaq,Hay Al-Rahma,?? ??????,31.964977,45.411453,IQ-G04,IQ-D020,,2,12,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,2,,
3360,Qadissiya,Afaq,Hay Al-Rasoul,?? ??????,32.063525,45.241138,IQ-G04,IQ-D020,IQ-P02720,10,60,10,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,7,3
25378,Qadissiya,Afaq,Hay Al-Sadrain,?? ???????,31.97405,45.406902,IQ-G04,IQ-D020,,16,96,,2,,,,,,,6,,,,8,,,,,,,,,,,,14,,2,,,6,10,,
2803,Qadissiya,Afaq,Hay Al-Salam (Random Area),?? ??????- ????? ???????,31.972222,45.413611,IQ-G04,IQ-D020,IQ-P02721,14,84,9,,,,,,,,,,,,5,,,,,,,3,,,,,9,,2,,,,5,9,
25380,Qadissiya,Afaq,Hay Al-Salam-Al Nufaar,?? ?????? - ??????,32.049866,45.143239,IQ-G04,IQ-D020,,20,120,,,,,,,,,,,,,20,,,,,,,,,,,20,,,,,,6,14,,
3368,Qadissiya,Afaq,Hay Al-Waili,?? ???????,32.06277778,45.25361111,IQ-G04,IQ-D020,IQ-P02723,18,108,5,,,,,,,,3,,,,10,,,,,,,,,,,,18,,,,,3,10,5,
22451,Qadissiya,Afaq,Hay Wajaan,?? ?????,32.140572,45.001802,IQ-G04,IQ-D020,IQ-P02725,5,30,,,,,,,,,,,,,5,,,,,,,1,,,,,4,,,,,1,4,,
3366,Qadissiya,Afaq,Mantaket Al-Agaba, ????? ??????,32.068565,45.243602,IQ-G04,IQ-D020,IQ-P02708,6,36,6,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,
25503,Qadissiya,Afaq,Mantaket Al-Alwaa,????? ??????,32.151851,44.997907,IQ-G04,IQ-D020,,5,30,,,,,,,,,,,,,5,,,,,,,,,,,,5,,,,,,5,,
3074,Qadissiya,Afaq,Mantaket Al-Zwiya,????? ??????,32.065243,45.249108,IQ-G04,IQ-D020,IQ-P02677,12,72,12,,,,,,,,,,,,,,,,,,,,,,,,4,,8,,,,,4,8
25377,Qadissiya,Afaq,Mantaqet Alsooq,????? ?????,31.98002,45.406194,IQ-G04,IQ-D020,,12,72,9,,,,,,,,3,,,,,,,,,,,3,,,,,9,,,,,,3,7,2
22117,Qadissiya,Afaq,Muslim Bin Aqeel,?? ???? ??? ????,32.060089,45.244767,IQ-G04,IQ-D020,IQ-P02745,10,60,10,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,7,3
3187,Qadissiya,Afaq,Qaryat Al-Ein,????? ???- ???? ?????,32.054174,45.152588,IQ-G04,IQ-D020,IQ-P02752,3,18,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,3,,,
25502,Qadissiya,Afaq,Sommer-Hay Al-Askary,?? ???????,32.14271,45.001989,IQ-G04,IQ-D020,,25,150,10,,1,,,,,,,,,,14,,,,,,,,,,,2,23,,,,,,15,,10
25374,Qadissiya,Afaq,Tajamo Al-Mohajreen,???? ?????????,31.969723,45.411895,IQ-G04,IQ-D020,,25,150,,,,,,,,,25,,,,,,,,,,,20,,,,,5,,,,,18,7,,
25373,Qadissiya,Afaq,Tajamo Al-Shara,???? ?????,31.97633,45.405801,IQ-G04,IQ-D020,,8,48,,,,,,,,,4,,,,3,,1,,,,,3,,4,,,1,,,,,5,3,,
25375,Qadissiya,Afaq,Tajamo Zamel,???? ????,31.963125,45.418784,IQ-G04,IQ-D020,,62,372,,,,,,1,,,4,,,,57,,,,,,,6,,,,55,1,,,,,,21,41,
25561,Qadissiya,Al-Shamiya,Abu Kufoof Al-jenobi,??? ???? ???????,32.051123,44.558281,IQ-G04,IQ-D023,,5,30,2,,,,,,,,,,,,3,,,,,,,2,,,,,3,,,,,,3,,2
25505,Qadissiya,Al-Shamiya,Ager village,???? ???,32.05561,44.561194,IQ-G04,IQ-D023,,15,90,7,,,,,,,,,,,,8,,,,,,,5,,,,,10,,,,,8,,,7
22683,Qadissiya,Al-Shamiya,Al Hezam Al Akhdhar,????? ?????? ?????? ,31.738961,44.621328,IQ-G04,IQ-D023,IQ-P03704,14,84,,,,,,,,,,,,,14,,,,,,,2,,,,12,,,,,,5,9,,
25566,Qadissiya,Al-Shamiya,Al Mahnawiya-Hay Al-Askary,?? ???????,32.05298,44.564573,IQ-G04,IQ-D023,,15,90,9,,,,,,,,,,,,6,,,,,,,,,,,,15,,,,,,6,3,6
2749,Qadissiya,Al-Shamiya,Al-aaskary al-gharby,?? ??????? ??????,31.959444,44.594722,IQ-G04,IQ-D023,IQ-P03713,60,360,6,,,,,,,,,,,,50,,4,,,,,10,,,,31,19,,,,,27,25,8,
2789,Qadissiya,Al-Shamiya,Al-aaskary al-sharqy,?? ??????? ?????? ,31.969167,44.605278,IQ-G04,IQ-D023,IQ-P03714,22,132,11,,,,,,,,,,,,11,,,,,,,,,,,,22,,,,,,11,11,
25911,Qadissiya,Al-Shamiya,Al-Alwa Village,???? ??????,32.05434,44.552685,IQ-G04,IQ-D023,,2,12,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,2,,,
25914,Qadissiya,Al-Shamiya,Al-Felahi,???????,32.01708,44.547377,IQ-G04,IQ-D023,,10,60,,,,,,,,,,,,,10,,,,,,,6,,,,4,,,,,,10,,,
2998,Qadissiya,Al-Shamiya,Al-ghrabia,,32.016667,44.538611,IQ-G04,IQ-D023,IQ-P03740,8,48,,,,,,,,,,,,,8,,,,,,,4,,,,4,,,,,,7,1,,
25910,Qadissiya,Al-Shamiya,Al-Mihanawiya-Hay Al- Hussein,?? ??????,32.049297,44.562963,IQ-G04,IQ-D023,,6,36,6,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,3,3
25909,Qadissiya,Al-Shamiya,Al-Mihanawiya-Hay Al-Zahraa,?? ???????,32.053513,44.556679,IQ-G04,IQ-D023,,4,24,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,3,1
25913,Qadissiya,Al-Shamiya,Al-Salahiay-Mahlat Al-Souq,???? ?????,32.016646,44.546972,IQ-G04,IQ-D023,,17,102,2,,,,,,,,3,,,,12,,,,,,,,,,,,5,8,4,,,15,,,2
25558,Qadissiya,Al-Shamiya,Al-Warshai Village,???? ????????,31.955156,44.602754,IQ-G04,IQ-D023,,14,84,6,,,,,,,,,,,,8,,,,,,,14,,,,,,,,,,,8,,6
25858,Qadissiya,Al-Shamiya,Ghammas Al-Garb,???? ?????,31.73004,44.602265,IQ-G04,IQ-D023,,25,150,10,,,,,,,,,,,,15,,,,,,,10,,,,,15,,,,,,15,5,5
25857,Qadissiya,Al-Shamiya,Ghammas Al-Sharq,???? ?????,31.73362,44.605342,IQ-G04,IQ-D023,,18,108,,,,,,,,,,,,,18,,,,,,,8,,,,,10,,,,,,18,,
25279,Qadissiya,Al-Shamiya,Gmas-Al-Asaia Village,???? ??????,31.800844,44.58491,IQ-G04,IQ-D023,,20,120,,,,,,,,,,,,,20,,,,,,,,,,,,,,20,,,9,11,,
2459,Qadissiya,Al-Shamiya,Hawy,???? ????,31.758056,44.596111,IQ-G04,IQ-D023,IQ-P03868,50,300,,,,,,,,,,,,,50,,,,,,,6,,,,44,,,,,,21,29,,
22593,Qadissiya,Al-Shamiya,Hay Al Tabqa-Shamiyah,????? ????- ?? ??????,31.745903,44.618323,IQ-G04,IQ-D023,IQ-P03873,51,306,8,,,,,,,,,,,,43,,,,,,,17,,,,6,25,,3,,,,43,8,
24490,Qadissiya,Al-Shamiya,Hay Al-Ameer-Al Mahnawiya,????? ??????????- ?? ??????,32.055452,44.559533,IQ-G04,IQ-D023,,12,72,10,,,,,,,,,,,,2,,,,,,,4,,,,,8,,,,,,2,8,2
25506,Qadissiya,Al-Shamiya,Hay Al-Hakim,?? ??????,32.05208,44.56087,IQ-G04,IQ-D023,,9,54,7,,,,,2,,,,,,,,,,,,,,,,,,,9,,,,,2,,7,
2741,Qadissiya,Al-Shamiya,Hay al-husien,?? ??????,31.956667,44.586667,IQ-G04,IQ-D023,IQ-P03878,18,108,18,,,,,,,,,,,,,,,,,,,,,,,,18,,,,1,4,,13,
2759,Qadissiya,Al-Shamiya,Hay al-joumhoury,?? ???????? ,31.964451,44.606895,IQ-G04,IQ-D023,IQ-P03882,25,150,18,,,,,,,,,,,,7,,,,,,,,,,,,25,,,,,,7,18,
2792,Qadissiya,Al-Shamiya,Hay al-mualamien,?? ???????? ,31.963671,44.601227,IQ-G04,IQ-D023,IQ-P03884,7,42,,,7,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,7,
25908,Qadissiya,Al-Shamiya,Hay Al-Sadrain,?? ???????,32.54035,44.558904,IQ-G04,IQ-D023,,4,24,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,
2447,Qadissiya,Al-Shamiya,Hay al-salam,?? ??????,31.741944,44.609167,IQ-G04,IQ-D023,IQ-P03887,28,168,6,,,,,,,,,,,,22,,,,,,,,,,,3,25,,,,,6,16,6,
24245,Qadissiya,Al-Shamiya,Hay Al-Shuhada,?? ???????,31.937543,44.577532,IQ-G04,IQ-D023,IQ-P03889,18,108,14,,,,,2,,,,,,,2,,,,,,,4,,,,,14,,,,,2,2,14,
25565,Qadissiya,Al-Shamiya,Hay Al-Sifana,?? ????????,32.058046,44.571806,IQ-G04,IQ-D023,,8,48,7,,,,,,,,,,,,1,,,,,,,3,,,,,5,,,,,,1,5,2
2766,Qadissiya,Al-Shamiya,Mahlat al-souq,???? ?????,31.963333,44.601389,IQ-G04,IQ-D023,IQ-P03902,45,270,10,,,,,,,,,,,,35,,,,,,,18,,,,,27,,,,,26,13,6,
25560,Qadissiya,Al-Shamiya,Mantaket Al-Aagmai,????? ???????,31.968788,44.616193,IQ-G04,IQ-D023,,30,180,17,,,,,,,,,,,,13,,,,,,,5,,,,,25,,,,,4,9,12,5
25912,Qadissiya,Al-Shamiya,Mantaket Al-Taraba,????? ???????,32.049382,44.559469,IQ-G04,IQ-D023,,4,24,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,4
25559,Qadissiya,Al-Shamiya,Said Nafei village,???? ??? ????,31.973967,44.605011,IQ-G04,IQ-D023,,13,78,6,,2,,,5,,,,,,,,,,,,,,5,,,,,8,,,,,2,6,5,
25859,Qadissiya,Al-Shamiya,Um Showareef village,???? ?? ??????,31.749473,44.611548,IQ-G04,IQ-D023,,15,90,,,,,,,,,,,,,15,,,,,,,5,,,,10,,,,,,,15,,
25515,Qadissiya,Diwaniya,Al- Dorees village,???? ?? ?????,32.151837,44.904531,IQ-G04,IQ-D021,,8,48,,,,,,,,,,,,,8,,,,,,,,,,,8,,,,,,,8,,
22326,Qadissiya,Diwaniya,Al Emarat Al Sakaniyah,?????? ??????,31.979984,44.950699,IQ-G04,IQ-D021,IQ-P02825,382,"2,292",11,,,,,,,,,,,,371,,,,,,,,,,382,,,,,,,,371,7,4
21817,Qadissiya,Diwaniya,Al Ghadir,?? ??????,31.968714,44.953763,IQ-G04,IQ-D021,IQ-P02827,3,18,,,2,,,,,,,,,,,,1,,,,,,,,,,3,,,,,3,,,
2943,Qadissiya,Diwaniya,Al hamad,???? ?????,31.998983,44.974118,IQ-G04,IQ-D021,IQ-P02831,46,276,,,,,,,,,,,,,46,,,,,,,15,,,,14,10,,7,,,,46,,
22815,Qadissiya,Diwaniya,Al Jumhori Al Sharqi,?? ???????? ??????,31.992399,44.929238,IQ-G04,IQ-D021,IQ-P02838,4,24,2,,,,,2,,,,,,,,,,,,,,,,,,,4,,,,,,2,2,
24148,Qadissiya,Diwaniya,Al Nahda 3,?? ?????? 3,31.995373,44.946191,IQ-G04,IQ-D021,IQ-P02842,28,168,10,,,,,,,,1,,,,17,,,,,,,17,,,,,11,,,,,12,5,11,
24905,Qadissiya,Diwaniya,Al Suniyah - Al himran village,????? ?????? - ???? ???????,32.026914,44.801558,IQ-G04,IQ-D021,,31,186,,,,,,,,,,,,,31,,,,,,,2,,,,21,,,8,,,31,,,
24904,Qadissiya,Diwaniya,Al suniyah - Um tibashi village,????? ?????? - ???? ?? ?????,32.008115,44.852911,IQ-G04,IQ-D021,,28,168,2,,,,,,,,,,,,26,,,,,,,10,,,,18,,,,,,26,,2,
24436,Qadissiya,Diwaniya,Al Suniyah Area-Albo Hasan,????? ??????- ???? ???? ???,31.969914,44.899698,IQ-G04,IQ-D021,,24,144,8,,,,,,,,,,,,16,,,,,,,5,,,,13,6,,,,,,16,,8
21946,Qadissiya,Diwaniya,Al Wihda 2,?? ?????? ???????,31.99672,44.94565,IQ-G04,IQ-D021,IQ-P02847,9,54,1,,,,,,,,4,,,,4,,,,,,,4,,,,,5,,,,,8,,1,
21945,Qadissiya,Diwaniya,Al Wihda 3,?? ?????? ???????,31.99156,44.94343,IQ-G04,IQ-D021,IQ-P02848,13,78,7,,2,,,,,,4,,,,,,,,,,,6,,,,,7,,,,2,,,11,
2672,Qadissiya,Diwaniya,Al-ataa,???? ??????,31.9225,44.911944,IQ-G04,IQ-D021,IQ-P02865,17,102,,,,,,,,,,,,,17,,,,,,,,,,,17,,,,,,9,8,,
3033,Qadissiya,Diwaniya,Al-bo Hay Alaa Village,???? ???? ?? ????,32.029722,44.867522,IQ-G04,IQ-D021,IQ-P02880,9,54,2,7,,,,,,,,,,,,,,,,,,2,,,,,7,,,,,,7,2,
3248,Qadissiya,Diwaniya,Al-bu huwaila,???? ???? ?????,32.159722,44.890278,IQ-G04,IQ-D021,IQ-P02891,8,48,,,,,,,,,,,,,8,,,,,,,,,,,8,,,,,,,8,,
3250,Qadissiya,Diwaniya,Al-bu jamal,???? ???? ????,32.153971,44.900436,IQ-G04,IQ-D021,IQ-P02892,6,36,1,,,,,,,,,,,,5,,,,,,,,,,,6,,,,,,,5,1,
2621,Qadissiya,Diwaniya,Albu Khnefis village,???? ???? ?????,32.020337,44.841918,IQ-G04,IQ-D021,IQ-P02821,13,78,,,,,,,,,,,,,13,,,,,,,3,,,,10,,,,,,6,7,,
25792,Qadissiya,Diwaniya,Al-Daghara-Al Amish village,???? ?? ????,32.140389,44.938517,IQ-G04,IQ-D021,,6,36,6,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,6,
25793,Qadissiya,Diwaniya,Al-Daghara-Al Marmad Village,???? ?? ????,32.139006,44.921465,IQ-G04,IQ-D021,,5,30,5,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,3,2
25791,Qadissiya,Diwaniya,Al-Daghara-Hay Al-Sharta,?? ??????,31.996031,44.877358,IQ-G04,IQ-D021,,10,60,10,,,,,,,,,,,,,,,,,,,5,,,,,5,,,,,,,7,3
2892,Qadissiya,Diwaniya,Al-Hacham Village,???? ??????,32.102348,44.925001,IQ-G04,IQ-D021,IQ-P03122,2,12,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,2,,,
3381,Qadissiya,Diwaniya,AL-Jamiyah 2,??????? ???????,32.00085,44.9309,IQ-G04,IQ-D021,IQ-P02974,15,90,13,,,,,,,,,,,,2,,,,,,,,,,,,15,,,,,,2,13,
25288,Qadissiya,Diwaniya,Al-Jasem Village,???? ??????,32.019763,44.928501,IQ-G04,IQ-D021,,13,78,3,,,,,,,,,,,,10,,,,,,,10,,,,,3,,,,,10,,,3
25957,Qadissiya,Diwaniya,Al-Jazaair 1,??????? ??????,31.984237,44.903076,IQ-G04,IQ-D021,,13,78,7,,,,,,,,,,,,6,,,,,,,5,,,,,8,,,,,6,,3,4
2885,Qadissiya,Diwaniya,Al-Jazaair 2,??????? ???????,31.987778,44.908333,IQ-G04,IQ-D021,IQ-P02975,24,144,4,,,,,,,,,,,,20,,,,,,,3,,,,12,9,,,,,15,5,4,
24523,Qadissiya,Diwaniya,Al-Jethaa,????? ?????,32.09004,44.761853,IQ-G04,IQ-D021,,45,270,,,,,,,,,,,,,45,,,,,,,4,,,,19,,,22,,,,45,,
3011,Qadissiya,Diwaniya,al-khalifa,???? ???????,32.021111,44.822222,IQ-G04,IQ-D021,IQ-P02989,22,132,13,,,,,,,,,,,,9,,,,,,,,,,,22,,,,,,,9,,13
25514,Qadissiya,Diwaniya,Al-khalifa Village -2,???? ??????? ???????,32.022847,44.898933,IQ-G04,IQ-D021,,16,96,15,,,,,,,,,,,,1,,,,,,,6,,,,,10,,,,,,1,10,5
25075,Qadissiya,Diwaniya,Al-khozaal Village,???? ???????,32.053954,44.755176,IQ-G04,IQ-D021,,18,108,,,,,,,,,,,,,18,,,,,,,,,,,18,,,,,,,18,,
25370,Qadissiya,Diwaniya,Al-Mawqee Al-Askary,?????? ???????,31.980004,44.922727,IQ-G04,IQ-D021,,15,90,,,,,,,,,12,,,,3,,,,,,,,,6,,,,,9,,,12,3,,
3364,Qadissiya,Diwaniya,Al-Sadiq (1),?????? ??????,31.976618,44.935009,IQ-G04,IQ-D021,IQ-P03037,7,42,5,,,,,,,,,,,,2,,,,,,,2,,,,,5,,,,,2,3,2,
25069,Qadissiya,Diwaniya,Al-Sadiq (2),?????? ???????,31.978307,44.935158,IQ-G04,IQ-D021,,20,120,8,,1,,,,,,5,,,,5,,1,,,,,4,,,,3,13,,,,,8,4,6,2
25071,Qadissiya,Diwaniya,Al-Saniya-Al-Jabaar village,???? ?? ????,32.085636,44.763856,IQ-G04,IQ-D021,,19,114,,,,,,,,,,,,,19,,,,,,,,,,,19,,,,,,,19,,
25070,Qadissiya,Diwaniya,Al-Saniya-Hay Al-Hussain,?? ??????,32.072273,44.767483,IQ-G04,IQ-D021,,27,162,,,,,,,,,,,,,27,,,,,,,,,,,27,,,,,,,27,,
25509,Qadissiya,Diwaniya,Al-Taamem -2,??????? ???????,31.97935,44.949442,IQ-G04,IQ-D021,,13,78,8,,,,,,,,,,,,5,,,,,,,,,,,,13,,,,,,5,,8
24381,Qadissiya,Diwaniya,Al-Taqiya 2,?????? ???????,31.969914,44.899698,IQ-G04,IQ-D021,,53,318,,,,,,,,,,,,,53,,,,,,,8,,,,45,,,,,,,53,,
25068,Qadissiya,Diwaniya,Al-Taqiya 3,?????? ???????,31.970173,44.891591,IQ-G04,IQ-D021,,62,372,,,,,,,,,,,,,62,,,,,,,15,,,,47,,,,,,34,28,,
2705,Qadissiya,Diwaniya,Al-tharwa al- alhaiwaniya,????? ?????? ?????????,31.941667,44.753611,IQ-G04,IQ-D021,IQ-P03073,31,186,,,,,,,,,,,,,31,,,,,,,8,,,,15,,,8,,,8,23,,
24756,Qadissiya,Diwaniya,Al-Zawad village,???? ??????,32.018274,45.045592,IQ-G04,IQ-D021,,16,96,,,,,,,,,,,,,16,,,,,,,,,,,16,,,,,,6,10,,
25072,Qadissiya,Diwaniya,Ataiwarev Village,???? ????????,32.036062,44.914773,IQ-G04,IQ-D021,,4,24,,,,,,4,,,,,,,,,,,,,,,,,,4,,,,,,,,4,
25790,Qadissiya,Diwaniya,Diwaniya-Hay Al Jamia,?? ???????,32.212411,44.972008,IQ-G04,IQ-D021,,32,192,11,,,,,2,,,6,,,,13,,,,,,,,,,,,32,,,,,8,13,11,
2700,Qadissiya,Diwaniya,Dour al-akrad,??? ???????,31.938333,44.978889,IQ-G04,IQ-D021,IQ-P03115,2,12,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,
25513,Qadissiya,Diwaniya,Hay Al Furat-1,?? ?????? ??????,32.010288,44.90795,IQ-G04,IQ-D021,,34,204,24,,,,,,,,4,,,,6,,,,,,,10,,,,,24,,,,,4,10,20,
23681,Qadissiya,Diwaniya,Hay Al Furat-2,?? ?????? ???????,32.019229,44.902471,IQ-G04,IQ-D021,IQ-P03138,23,138,12,,,,,,,,,,,,11,,,,,,,5,,,,,18,,,,,11,3,9,
24966,Qadissiya,Diwaniya,Hay Al Hurriya-Daghara,?? ?????? - ?????,32.145499,44.93474,IQ-G04,IQ-D021,,30,180,20,,,,,,,,,,,,10,,,,,,,10,,,,,20,,,,,15,,15,
23551,Qadissiya,Diwaniya,Hay Al Jamia-illegal,?? ??????? - ??????,32.00276,44.874854,IQ-G04,IQ-D021,IQ-P03143,33,198,8,,,,,,,,10,,,,15,,,,,,,13,,5,,,15,,,,,25,,8,
24739,Qadissiya,Diwaniya,Hay Al Mulmeen-Daghara,?? ???????? - ?????,32.136832,44.93628,IQ-G04,IQ-D021,,26,156,,,,,,,,,,,,,26,,,,,,,,,,,18,8,,,,,4,22,,
23680,Qadissiya,Diwaniya,Hay Al Sadir 1,?? ????? ?????,32.006825,44.927616,IQ-G04,IQ-D021,IQ-P03149,37,222,15,,10,,,3,,,5,,,,4,,,,,,,3,,,,,34,,,,,14,10,10,3
24903,Qadissiya,Diwaniya,Hay Al Sadir 2,?? ????? ??????,32.006994,44.932177,IQ-G04,IQ-D021,,15,90,9,,,,,,,,6,,,,,,,,,,,,,,,,15,,,,1,6,,,8
24208,Qadissiya,Diwaniya,Hay Al Sadir 3,?? ????? ??????,32.004841,44.945258,IQ-G04,IQ-D021,IQ-P03150,46,276,29,,3,,,,,,6,,,,3,,5,,,,,3,,,,,43,,,,,9,6,8,23
